poss,mp,raptor_total,war_total,pace_impact,war_class
-0.6373707378665312,-0.9390010601367957,-0.4212731991946211,-0.5300171660537906,0.6857343067011288,2
-1.1603357332801838,-1.1887280075033027,-0.8696527998325427,-0.6459543859505493,2.632424563353082,2
0.7857038975982338,0.5770624495262348,1.899433244053013,1.6968459186218168,-1.1032770501855154,3
1.891123601960872,1.8333389505612887,1.5549383895464497,2.2776485845979084,-1.4157643868208822,3
2.3127617578243798,1.9236702142739093,1.456529179513203,2.5024867759419878,-1.3962553406720986,3
1.505098821804919,1.2176269769302868,1.4264930796746111,1.55214952371721,-1.2331085008926,3
1.5785118242562324,1.4251754254201034,1.0964921565534678,1.2156971552343157,-0.9211833387852056,3
1.4443763481818006,1.4715845983228713,0.9384608221963228,1.2102391155040368,-0.8307212639698274,3
1.3980096852037247,1.1748734776305074,1.4037221518699745,1.4347619753824954,-0.48635316892063146,3
1.3248206333876997,1.1876721120433729,0.7009555060747552,0.6218250239872636,-0.6075171784448475,3
1.4023943409232247,0.8817551493699656,0.1410848451734514,-0.15583341115185392,-0.4612590714344038,2
-0.1121406339667347,-0.24019002301877074,-0.6975771707952455,-0.8742042920486145,0.33503282023684844,1
0.29348916217686066,0.2602506191296494,0.640367125081214,0.208502979468965,-0.6995719423844747,2
-1.4083645074641382,-1.6188613761371964,-0.7844054859166811,-0.5697823058122586,1.1010420438825104,2
-1.3511584726222674,-1.225482876532052,0.246903126939389,-0.36959918344869946,0.007927396023142136,2
1.1376300585903814,0.9301126043889008,1.0677889922744006,0.9552327473499531,-0.44851159087260223,3
0.5857982527761287,0.44193840748443575,1.2915178722453111,1.0368701858696483,-0.2330739179563014,3
0.7990691527735698,0.28486600219186103,0.8884520526153726,0.6792944469218809,-0.06404536682664978,3
-1.818549169645623,-1.709736425081111,-1.5840595919506273,-0.5617864536411616,-0.07087536140135664,2
1.6040311062193933,1.449451751495131,1.1421309945232467,1.3630871524774169,-0.49182121886521507,3
1.1589315974917749,0.8977096487600128,0.9536608110816976,0.8984382046572662,-0.11127818891562624,3
0.5856982284922608,0.7794851804502079,0.591378993594251,0.4338063503181364,-0.6296083183244335,2
-1.2286647948352196,-1.235343048624881,1.1603313906796988,-0.23187302214347508,0.43458079575136527,2
0.7834512979311917,0.7126310221585347,1.5209748444478035,1.5107486161181418,-1.4961411628560677,3
1.1216315711546458,0.979779947330461,0.8290650125688692,0.7282210906484313,0.6126300143214535,3
-0.7157415319155681,-0.9639194173997045,-0.24735126176378153,-0.45409441090872904,-0.8376520302838585,2
0.42448772476153906,0.48257266469731325,0.49903144514078474,0.08574759028523096,0.015409642715725229,2
-0.16163510358613786,-0.22312355960917726,-1.0146637665120064,-1.0224223509313894,-2.3442203548580816,1
1.1520701887044817,0.9924528108036079,0.7205864974935031,0.6912889046261184,-0.30675317465822055,3
1.0554782533328222,1.2512953774318032,0.6189369538201118,0.6268260221610367,-0.04537170077509024,3
-0.8669838881666179,-0.9653713187125214,-0.097835175559468,-0.4980584964208473,0.4528020626708484,2
1.2500954963345146,1.3489591741930165,0.7691982452193273,1.1109368988732724,-0.10527590737026862,3
1.4415158723881722,1.331622636306166,1.0527180330208292,1.2676354526497655,-0.5375316289781636,3
0.37981529156642047,-0.05642343850852221,0.9848323180766946,0.6436401574006768,0.5023982351112137,3
1.1134085794211956,1.1136988221650694,0.5359735864943896,0.6078363772235325,0.055828737093117385,3
-1.471060099629885,-1.6399162299586048,-0.8773258908709034,-0.5726354129712171,2.294775721305275,2
-1.7495221865203594,-1.6155704112436593,-0.890514636464581,-0.5367888777665581,1.9439101287008103,2
-1.169968198789945,-1.0311037812809158,-0.4840910513385555,-0.5526637632000747,1.063177901261033,2
-0.8277429150590774,-0.8578783824655537,0.7472896581511982,-0.16003798098368077,0.5031252201742639,2
-1.2057377559991953,-1.186758774434486,-0.2924773301806864,-0.5011984833560117,-0.9913577556978754,2
1.1165302148818639,1.4243971397978406,0.7208442591914871,0.9412344908343884,-1.3137789112196976,3
1.031113525137551,1.2092462013942629,1.2406117037305153,1.32695125999282,-1.4351328656924602,3
0.762564108542906,0.8016465824084221,1.0559698348672948,1.2139991788591458,-1.7783688806020426,3
0.4837130811339359,0.9192493551430472,1.0378495776649541,0.815428679940707,-2.067800270504829,3
0.84863365092393,0.8376247219880405,1.4051628022214937,1.1995348311963228,-3.213227380232097,3
-1.287381869653884,-1.4321089283624464,-0.18971931124808789,-0.5015663964682378,1.657796922511757,2
-0.45871515510589594,-0.34151837486840914,-1.0144648223548989,-0.9003304331344044,0.7140140812469924,1
0.5686247462648213,0.39242086285423405,-0.8436044269070285,-0.9221954252632156,0.3139477947632286,1
-1.5845312931745488,-1.660688627879279,-1.4717795500774522,-0.5798160325622743,0.7461857145434323,2
-0.30198611871277903,-0.12614762759379294,0.1771172062714524,-0.28342458792849634,-2.0944165286381295,2
-1.650659514357904,-1.6788295779585776,0.16151103274927753,-0.4976885446802429,-1.5018071301779723,2
-1.134055374300672,-1.0168366172734054,-0.6477289567035474,-0.6083118330439329,0.042719932854079504,2
0.422366963317909,0.715937456043306,0.4141915876086794,0.22884746061231664,-0.18573149544078718,2
0.5560645705477079,0.7614940145554149,1.270006998793364,1.3121241234921284,-0.38488557638082666,3
1.3612922335053463,1.5546306554134914,1.4716730480948423,2.020441923140575,-0.5238288086429914,3
1.3283810229565394,1.8216185457883867,1.065379836386275,1.5698365584255545,-0.7544165995400692,3
1.3838856364748127,1.6820829500432328,1.5142284237122843,2.0919859933681004,-0.7102349989104023,3
1.2124049028262933,1.4031810946729524,1.0057474527922308,1.4164889973326367,-1.1428786623909912,3
0.13136525067571594,0.24548702984937446,1.28219780675219,0.8256497257365304,1.1937796874977136,3
-0.14942200548160858,-0.14958840975058346,0.5801790200202847,0.05115703085257255,-0.060278949928112356,2
